word,splits,translation
が,"['人', 'が', '増え', 'more people']",more people
増え,"['人', '増え', 'て', 'ます', '。', 'People are increasing.']",People are increasing.
て,"['増え', 'て', 'い', 'increasing']",increasing
い,"['増え', 'て', 'い', 'increasing']",increasing
ます,"['増え', 'ます', 'increase']",increase
良い,"['良い', '家', '選ぶ', '難しい', 'choosing a good home is hard']",choosing a good home is hard
家,"['良い', '家', 'を', '選ぶ', '難しい', 'choosing a good home is hard']",choosing a good home is hard
を,"['家', 'を', '選ぶ', '難しい', 'choosing a house is hard']",choosing a house is hard
選ぶ,"['家', '選ぶ', 'の', 'は', '難しい', 'choosing a home is difficult']",choosing a home is difficult
の,"['選ぶ', 'の', '難しい', 'hard to choose']",hard to choose
は,"['選ぶ', 'は', '難しい', 'hard to choose']",hard to choose
難しい,"['選ぶ', '難しい', '。', 'hard to choose.']",hard to choose.
子供,"['子供', 'は', '選べ', 'choose the child']",choose the child
は,"['子供', 'は', '選べ', 'choose the child']",choose the child
親,"['親', 'を', '選べ', 'choose a parent']",choose a parent
を,"['親', 'を', '選べ', 'choose a parent']",choose a parent
選べ,"['子供', '親', '選べ', 'ませ', 'ん', '。', 'Children cannot choose their parents.']",Children cannot choose their parents.
ませ,"['選べ', 'ませ', ""don't choose""]",don't choose
ん,"['選べ', 'ん', ""can't choose""]",can't choose
日本,"['日本', 'で', 'の', '生活', '楽しい', 'enjoy life in japan']",enjoy life in japan
で,"['日本', 'で', '生活', '楽しい', 'enjoy life in japan']",enjoy life in japan
の,"['日本', 'の', '生活', '楽しい', 'life in japan is fun']",life in japan is fun
生活,"['日本', '生活', 'は', '楽しい', 'life in japan is fun']",life in japan is fun
は,"['生活', 'は', '楽しい', 'life is fun']",life is fun
楽しい,"['生活', '楽しい', 'です', '。', 'life is fun']",life is fun
です,"['楽しい', 'です', ""It's fun""]",It's fun
彼,"['彼', 'は', '長い', 'he is long']",he is long
は,"['彼', 'は', '長い', 'he is long']",he is long
海外,"['海外', 'で', 'の', '生活', '長い', 'long life abroad']",long life abroad
で,"['海外', 'で', '生活', '長い', 'long life abroad']",long life abroad
の,"['海外', 'の', '生活', '長い', 'long life abroad']",long life abroad
生活,"['海外', '生活', 'が', '長い', 'have lived abroad for a long time']",have lived abroad for a long time
が,"['生活', 'が', '長い', 'long life']",long life
長い,"['彼', '生活', '長い', 'です', '。', 'he has a long life']",he has a long life
です,"['長い', 'です', ""it's long""]",it's long
早く,"['早く', '進め', 'go fast']",go fast
授業,"['授業', 'を', '進め', 'proceed with the lesson']",proceed with the lesson
を,"['授業', 'を', '進め', 'proceed with the lesson']",proceed with the lesson
進め,"['早く', '授業', '進め', 'ましょう', '。', ""Let's start class early.""]",Let's start class early.
ましょう,"['進め', 'ましょう', ""let's go""]",let's go
話,"['話', 'を', '進め', 'move on']",move on
を,"['話', 'を', '進め', 'move on']",move on
先,"['先', 'に', '進め', 'go ahead']",go ahead
に,"['先', 'に', '進め', 'go ahead']",go ahead
進め,"['話', '先', '進め', 'て', '。', 'Go forward.']",Go forward.
て,"['進め', 'て', 'ください', 'Proceed, please']","Proceed, please"
ください,"['進め', 'て', 'ください', 'Proceed, please']","Proceed, please"
仕事,"['仕事', 'を', '続け', 'keep working']",keep working
を,"['仕事', 'を', '続け', 'keep working']",keep working
続け,"['仕事', '続け', 'て', '。', 'keep working.']",keep working.
て,"['続け', 'て', 'ください', 'Please continue']",Please continue
ください,"['続け', 'て', 'ください', 'Please continue']",Please continue
さっき,"['さっき', 'の', '話', '続け', 'continue talking']",continue talking
の,"['さっき', 'の', '話', '続け', 'continue talking']",continue talking
話,"['さっき', '話', 'を', '続け', 'keep talking']",keep talking
を,"['話', 'を', '続け', 'keep talking']",keep talking
続け,"['話', '続け', 'ましょう', '。', ""Let's keep talking.""]",Let's keep talking.
ましょう,"['続け', 'ましょう', ""let's continue""]",let's continue
お,"['お', '金', 'あり', 'have money']",have money
金,"['お', '金', 'が', 'あり', 'have money']",have money
が,"['金', 'が', 'あり', 'have money']",have money
ほとんど,"['ほとんど', 'あり', 'Mostly']",Mostly
あり,"['金', 'ほとんど', 'ん', 'あり', 'ませ', '。', 'I have almost no money.']",I have almost no money.
ませ,"['あり', 'ませ', 'not']",not
ん,"['ん', 'あり', 'there is']",there is
ここ,"['ここ', 'は', '変わっ', 'this place is different']",this place is different
は,"['ここ', 'は', '変わっ', 'this place is different']",this place is different
ほとんど,"['ほとんど', '変わっ', 'almost changed']",almost changed
変わっ,"['ここ', 'ほとんど', 'ん', '変わっ', 'て', 'ませ', 'ね', '。', 'Not much has changed here.']",Not much has changed here.
て,"['変わっ', 'て', 'い', 'strange']",strange
い,"['変わっ', 'て', 'い', 'strange']",strange
ませ,"['変わっ', 'ませ', ""don't change""]",don't change
ん,"['ん', '変わっ', 'changed']",changed
ね,"['変わっ', 'ね', 'Change']",Change
彼,"['彼', 'は', '勤め', 'he works']",he works
は,"['彼', 'は', '勤め', 'he works']",he works
小さな,"['小さな', '会社', '勤め', 'working for a small company']",working for a small company
会社,"['小さな', '会社', 'に', '勤め', 'work for a small company']",work for a small company
に,"['会社', 'に', '勤め', 'work for a company']",work for a company
勤め,"['彼', '会社', '勤め', 'て', 'ます', '。', 'I work for his company.']",I work for his company.
て,"['勤め', 'て', 'い', 'I work']",I work
い,"['勤め', 'て', 'い', 'I work']",I work
ます,"['勤め', 'ます', 'work']",work
明日,"['明日', '、', '休み', 'tomorrow, off']","tomorrow, off"
会社,"['会社', 'を', '休み', 'leave the company']",leave the company
を,"['会社', 'を', '休み', 'leave the company']",leave the company
休み,"['明日', '会社', '休み', 'ます', '。', 'The company will be closed tomorrow.']",The company will be closed tomorrow.
ます,"['休み', 'ます', 'rest']",rest
ここ,"['ここ', 'が', '家', 'this is home']",this is home
が,"['ここ', 'が', '家', 'this is home']",this is home
私,"['私', 'の', '家', 'My house']",My house
の,"['私', 'の', '家', 'My house']",My house
家,"['ここ', '私', '家', 'です', '。', 'This is my home.']",This is my home.
です,"['家', 'です', ""it's home""]",it's home
昨日,"['昨日', 'の', '夜', 'い', 'last night']",last night
の,"['昨日', 'の', '夜', 'い', 'last night']",last night
夜,"['昨日', '夜', 'は', 'い', 'yes last night']",yes last night
は,"['夜', 'は', 'い', 'yes at night']",yes at night
家,"['家', 'に', 'い', 'stay home']",stay home
に,"['家', 'に', 'い', 'stay home']",stay home
い,"['夜', '家', 'い', 'まし', 'た', '。', 'I was home at night.']",I was home at night.
まし,"['い', 'まし', 'now']",now
た,"['い', 'た', 'board']",board
毎年,"['毎年', '旅行', 'annual trip']",annual trip
多く,"['多く', 'の', '人', '旅行', 'many people travel']",many people travel
の,"['多く', 'の', '人', '旅行', 'many people travel']",many people travel
人,"['多く', '人', 'が', '旅行', 'many people travel']",many people travel
が,"['人', 'が', '旅行', 'people travel']",people travel
海外,"['海外', 'へ', '旅行', 'travel abroad']",travel abroad
へ,"['海外', 'へ', '旅行', 'travel abroad']",travel abroad
旅行,"['毎年', '人', '海外', '旅行', 'する', '。', 'Every year people travel abroad.']",Every year people travel abroad.
する,"['旅行', 'する', 'Travel']",Travel
私,"['私', 'は', '知り', 'i know']",i know
は,"['私', 'は', '知り', 'i know']",i know
その,"['その', '事故', '知り', 'know about the accident']",know about the accident
事故,"['その', '事故', 'に', '、', '知り', 'I know about the accident']",I know about the accident
に,"['事故', 'に', 'つい', 'て', '知り', 'know about the accident']",know about the accident
つい,"['事故', 'に', 'つい', '知り', 'know about the accident']",know about the accident
て,"['事故', 'に', 'て', '知り', 'learned by accident']",learned by accident
多く,"['は', '多く', '知り', 'know a lot']",know a lot
は,"['は', '多く', '知り', 'know a lot']",know a lot
知り,"['私', '事故', '多く', '知り', 'ませ', 'ん', '。', ""I don't know many accidents.""]",I don't know many accidents.
ませ,"['知り', 'ませ', ""don't know""]",don't know
ん,"['知り', 'ん', ""don't know""]",don't know
あなた,"['あなた', 'の', '話', '面白い', 'your story is interesting']",your story is interesting
の,"['あなた', 'の', '話', '面白い', 'your story is interesting']",your story is interesting
話,"['あなた', '話', 'は', '面白い', 'your story is interesting']",your story is interesting
は,"['話', 'は', '面白い', 'the story is funny']",the story is funny
面白い,"['話', '面白い', 'ね', '。', 'Interesting story.']",Interesting story.
ね,"['面白い', 'ね', ""that's interesting""]",that's interesting
その,"['その', '話', '本当', 'that story is true']",that story is true
話,"['その', '話', 'は', '本当', 'the story is true']",the story is true
は,"['話', 'は', '本当', 'the story is true']",the story is true
本当,"['話', '本当', 'です', 'か', '。', 'Is it true?']",Is it true?
です,"['本当', 'です', ""It's true""]",It's true
か,"['本当', 'か', 'Really']",Really
私,"['私', 'たち', '上がっ', 'we went up']",we went up
たち,"['私', 'たち', 'は', '上がっ', 'we went up']",we went up
は,"['たち', 'は', '上がっ', ""we're up""]",we're up
2,"['2', '階', '上がっ', 'go up two floors']",go up two floors
階,"['2', '階', 'に', '上がっ', 'go upstairs']",go upstairs
に,"['階', 'に', '上がっ', 'go upstairs']",go upstairs
上がっ,"['た', '階', '上がっ', '。', 'I went upstairs.']",I went upstairs.
た,"['た', '上がっ', 'rising']",rising
レタス,"['レタス', 'の', '値段', '上がり', 'lettuce price hike']",lettuce price hike
の,"['レタス', 'の', '値段', '上がり', 'lettuce price hike']",lettuce price hike
値段,"['レタス', '値段', 'が', '上がり', 'lettuce price rise']",lettuce price rise
が,"['値段', 'が', '上がり', 'price rise']",price rise
また,"['また', '上がり', 'go up again']",go up again
上がり,"['値段', 'また', 'た', '上がり', 'まし', '。', 'Prices have risen again.']",Prices have risen again.
まし,"['上がり', 'まし', 'got up']",got up
た,"['た', '上がり', 'rising']",rising
コーヒー,"['コーヒー', 'を', '一杯', 'cup of coffee']",cup of coffee
を,"['コーヒー', 'を', '一杯', 'cup of coffee']",cup of coffee
もう,"['もう', '一杯', 'one more drink']",one more drink
一杯,"['コーヒー', 'もう', '一杯', 'ください', '。', 'Another cup of coffee, please.']","Another cup of coffee, please."
ください,"['一杯', 'ください', 'please have a drink']",please have a drink
もう,"['もう', '一度', '会い', 'see you again']",see you again
一度,"['もう', '一度', '会い', 'see you again']",see you again
彼女,"['彼女', 'に', '会い', 'see her']",see her
に,"['彼女', 'に', '会い', 'see her']",see her
会い,"['一度', '彼女', '会い', 'たい', 'です', '。', 'I want to meet her once.']",I want to meet her once.
たい,"['会い', 'たい', 'want to see']",want to see
です,"['会い', 'です', 'meet']",meet
弟,"['弟', 'は', '集め', 'brother gather']",brother gather
は,"['弟', 'は', '集め', 'brother gather']",brother gather
切手,"['切手', 'を', '集め', 'collect stamps']",collect stamps
を,"['切手', 'を', '集め', 'collect stamps']",collect stamps
集め,"['弟', '切手', '集め', 'て', 'ます', '。', 'My brother collects stamps.']",My brother collects stamps.
て,"['集め', 'て', 'い', 'to collect']",to collect
い,"['集め', 'て', 'い', 'to collect']",to collect
ます,"['集め', 'ます', 'gather']",gather
学生,"['学生', 'たち', '集め', 'gathering of students']",gathering of students
たち,"['学生', 'たち', 'は', '集め', 'students gather']",students gather
